Source File,Reference,Link Text,Status,Issue Type
workflows\sdlc.md,../prompts/developers/refactoring-specialist.md,refactoring-specialist,OK,File exists
workflows\sdlc.md,../prompts/developers/refactoring-specialist.md,refactoring-specialist,OK,File exists
workflows\sdlc.md,../prompts/developers/security-code-auditor.md,security-code-auditor,OK,File exists
workflows\sdlc.md,../prompts/developers/security-code-auditor.md,security-code-auditor,OK,File exists
workflows\sdlc.md,../prompts/developers/test-automation-engineer.md,test-automation-engineer,OK,File exists
workflows\sdlc.md,../prompts/developers/test-automation-engineer.md,test-automation-engineer,OK,File exists
workflows\sdlc.md,../prompts/governance/README.md,Governance & Compliance Workflows,OK,File exists
workflows\sdlc.md,../prompts/governance/README.md,Governance & Compliance Workflows,OK,File exists
workflows\sdlc.md,../prompts/governance/security-incident-response.md,incident-response-coordinator,OK,File exists
workflows\sdlc.md,../prompts/system/cloud-architecture-consultant.md,cloud-architecture-consultant,OK,File exists
workflows\sdlc.md,../prompts/system/solution-architecture-designer.md,solution-architecture-designer,OK,File exists
workflows\sdlc.md,../prompts/system/solution-architecture-designer.md,solution-architecture-designer,OK,File exists
workflows\sdlc.md,./business-planning-blueprint.md,Business Planning Blueprint,OK,File exists
workflows\sdlc.md,./incident-response-playbook.md,Incident Response Playbook,OK,File exists
workflows\sdlc.md,./incident-response-playbook.md,Incident Response Playbook,OK,File exists
.github\agents\AGENTS_GUIDE.md,./agent-template.md,Agent Template,SKIP,Placeholder/Example
.github\agents\AGENTS_GUIDE.md,./agent-template.md,template,SKIP,Placeholder/Example
.github\agents\README.md,./agent-template.md,agent-template.md,SKIP,Placeholder/Example
CoVE Reflexion Prompt Library Evaluation.md,prompts/advanced/tree-of-thoughts-template.md,Tree-of-Thoughts Template,SKIP,Placeholder/Example
README.md,agents/agent-template.md,Agent Template →,SKIP,Placeholder/Example
README.md,docs/platform-specific-templates.md,Platform-Specific Templates,SKIP,Placeholder/Example
README.md,docs/platform-specific-templates.md,Quick Start Templates →,SKIP,Placeholder/Example
README.md,examples/,examples/,SKIP,Placeholder/Example
README.md,templates/prompt-template.md,Prompt Template,SKIP,Placeholder/Example
agents\AGENTS_GUIDE.md,./agent-template.md,Agent Template,SKIP,Placeholder/Example
agents\AGENTS_GUIDE.md,./agent-template.md,template,SKIP,Placeholder/Example
agents\README.md,./agent-template.md,agent-template.md,SKIP,Placeholder/Example
concepts\about-advanced-patterns.md,../docs/platform-specific-templates.md,Platform-Specific Templates,SKIP,Placeholder/Example
docs\COMPREHENSIVE_PROMPT_DEVELOPMENT_GUIDE.md,../templates/prompt-improvement-template.md,Prompt Improvement Template,SKIP,Placeholder/Example
docs\COMPREHENSIVE_PROMPT_DEVELOPMENT_GUIDE.md,../templates/prompt-template.md,Prompt Template,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\IMPROVEMENT_PROMPTS.md,path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
docs\README.md,../agents/agent-template.md,Agent Template,SKIP,Placeholder/Example
docs\README.md,./platform-specific-templates.md,Platform-Specific Templates,SKIP,Placeholder/Example
docs\README.md,./platform-specific-templates.md,View Templates →,SKIP,Placeholder/Example
docs\README.md,./platform-specific-templates.md#github-copilot-templates,GitHub Copilot Templates,SKIP,Placeholder/Example
docs\README.md,./platform-specific-templates.md#microsoft-365-copilot-templates,M365 Templates,SKIP,Placeholder/Example
docs\README.md,./platform-specific-templates.md#template-customization-guide,Template Customization,SKIP,Placeholder/Example
docs\SCORECARD.md,../prompts\prompts\advanced\tree-of-thoughts-template.md,Tree-of-Thoughts: Multi-Branch Reasoning,SKIP,Placeholder/Example
docs\SCORECARD.md,../prompts\prompts\system\ai-assistant-system-prompt.md,AI Assistant System Prompt,SKIP,Placeholder/Example
docs\SCORECARD.md,../prompts\prompts\system\example-research-output.md,Example Research Output: Modern Promptin,SKIP,Placeholder/Example
docs\WORKSTREAM_B_CONTENT.md,{link},{text},SKIP,Placeholder/Example
docs\advanced-techniques.md,../prompts/advanced/tree-of-thoughts-template.md,tree-of-thoughts-template.md,SKIP,Placeholder/Example
docs\best-practices.md,platform-specific-templates.md,Platform-Specific Templates,SKIP,Placeholder/Example
docs\create-osint-library-prompt.md,../techniques/tree-of-thoughts-template.md,Tree-of-Thoughts Attribution,SKIP,Placeholder/Example
docs\getting-started.md,../templates/prompt-template.md,Prompt Template,SKIP,Placeholder/Example
docs\getting-started.md,platform-specific-templates.md,Platform-Specific Templates,SKIP,Placeholder/Example
docs\intro-to-prompts.md,../templates/prompt-template.md,Prompt Template,SKIP,Placeholder/Example
docs\ultimate-prompting-guide.md,../prompts/advanced/tree-of-thoughts-template.md,prompts/advanced/tree-of-thoughts-template.md,SKIP,Placeholder/Example
examples\product-launch-example.md,../prompts/system/ai-assistant-system-prompt.md,AI Assistant System Prompt,SKIP,Placeholder/Example
frameworks\README.md,./langchain/lcel-patterns/langchain-reflexion-example.md,`lcel-patterns/langchain-reflexion-example.md`,SKIP,Placeholder/Example
prompts\advanced\README.md,../../templates/,Template Library,SKIP,Placeholder/Example
prompts\advanced\advanced-technique-research.md,./tree-of-thoughts-template.md,Tree-of-Thoughts Template,SKIP,Placeholder/Example
prompts\advanced\chain-of-thought-concise.md,tree-of-thoughts-template.md,Tree-of-Thoughts Template,SKIP,Placeholder/Example
prompts\advanced\chain-of-thought-detailed.md,tree-of-thoughts-template.md,Tree-of-Thoughts Template,SKIP,Placeholder/Example
prompts\advanced\reflection-data-pipeline-risk-review.md,../path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
prompts\advanced\reflection-data-pipeline-risk-review.md,../path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
prompts\advanced\reflection-self-critique.md,tree-of-thoughts-template.md,Tree-of-Thoughts Template,SKIP,Placeholder/Example
prompts\advanced\tree-of-thoughts-evaluator-reflection.md,tree-of-thoughts-template.md,Tree-of-Thoughts Template,SKIP,Placeholder/Example
prompts\business\financial-modeling-expert.md,../path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
prompts\business\financial-modeling-expert.md,../path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
prompts\creative\README.md,../../examples/,Examples Directory,SKIP,Placeholder/Example
prompts\governance\risk-assessment.md,../path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
prompts\governance\risk-assessment.md,../path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
prompts\system\README.md,ai-assistant-system-prompt.md,AI Assistant System Prompt,SKIP,Placeholder/Example
prompts\system\frontier-agent-deep-research.md,example-research-output.md,example-research-output.md,SKIP,Placeholder/Example
prompts\system\tree-of-thoughts-repository-evaluator.md,ai-assistant-system-prompt.md,AI Assistant System Prompt,SKIP,Placeholder/Example
resources\osint_research_resources.md,../path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
resources\osint_research_resources.md,../path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
resources\osint_tool_evaluation.md,../path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
resources\osint_tool_evaluation.md,../path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
techniques\chain-of-thought-analysis.md,../path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
techniques\chain-of-thought-analysis.md,../path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
techniques\react-knowledge-base.md,../path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
techniques\react-knowledge-base.md,../path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
templates\prompt-template.md,../path/to/prompt.md,Related Prompt 1,SKIP,Placeholder/Example
templates\prompt-template.md,../path/to/prompt.md,Related Prompt 2,SKIP,Placeholder/Example
templates\quick-start-template.md,./prompt-template.md,Prompt Template,SKIP,Placeholder/Example
